,PS1,PS3,PS4,PS5,EPS1,VS1
706,0.039419279590123146,0.7424591924776771,0.0,0.0484568417963569,0.030921405453516293,0.41118525579917287
949,0.10552137691602681,0.7318630064622846,0.0,0.4123298671181157,0.298455996482037,0.30245736680436286
334,0.055258616317077625,0.7766288320332437,0.0,0.09274347733531396,0.10674383380414909,0.3964092786781055
1890,0.2285448951696294,0.973752319909845,0.9897062666022656,0.9327541839512623,0.4881207830983021,0.05020654591674534
102,0.06817622934898004,0.7558755436600846,0.0,0.14929549226668115,0.11383569131519256,0.41605762101472243
2074,0.20442828786284029,0.8989675124579464,0.9899246610265496,0.937852434721707,0.5511443553907833,0.06461179959750019
309,0.05986605779852372,0.7658417707031115,0.0,0.07165206391730461,0.07648094527755323,0.44598029869717126
695,0.03812941792632074,0.7412871757848905,0.0,0.030213636260313592,0.02123654864945479,0.3920665183772909
175,0.066688504903472,0.7593555316863547,0.0,0.11543850619974538,0.09769695971933068,0.41992373689227747
1511,0.21961528451140655,0.9920201440369083,0.06964585943929094,0.9929854096520794,0.49128367332270795,0.08754369240546489
78,0.07452259157551833,0.7547690303041001,0.0,0.17597222480589192,0.12104862064792332,0.37723758076474945
1691,0.20319195555601155,0.9139944005211951,0.996724965377752,0.9775442164638051,0.578501164627454,0.04220951170426779
2167,0.23126986583777143,0.9614159990139277,0.9970055226112424,0.9777145302007364,0.4862051459790875,0.10825124457154911
1708,0.19779449910131408,0.9193111584581959,0.9961996594320645,0.9733983997949904,0.5737061160205128,0.030664124563075212
699,0.039864878847038376,0.7400752936204669,0.0,0.03898799742881209,0.025465084246667935,0.4003283550471337
901,0.11525288345348539,0.8059358701202675,0.0,0.3887277729205296,0.21718320273366043,0.27184620273276017
782,0.10719338596487571,0.8018428272085416,0.0,0.37409960046546686,0.22311403303296196,0.24139392013557748
1704,0.20035875113920554,0.9130665070169408,0.9970712287169087,0.9778265569548914,0.5827843692190111,0.02579175934752631
348,0.7008628736504283,0.24930105122290636,0.2378375042940012,0.09150963285407965,0.7593303750444109,0.7968435547081867
621,0.9833703871811776,0.005102357767954868,0.0,0.027570776312344947,0.9779092816488051,0.7266709035059817
1371,0.11980679557802265,0.757371414484689,0.0,0.5047633073109496,0.31649285334012767,0.2803198813684986
122,0.06594425100251211,0.7584679262559237,0.0,0.1363975337578971,0.10775232118759792,0.4353352399110262
641,0.6782742030866658,0.2261082213731045,0.0,0.022086735991002193,0.6929702162430269,0.6519436500370708
1052,0.13033301722722967,0.8033612368157064,0.0,0.4284082899798358,0.24091994672485573,0.29864421141828124
2166,0.23233235829390164,0.9629586378123236,0.9969357996810223,0.9786007196995605,0.48949541940488484,0.10618578540408774
1309,0.14629899657910528,0.8040575443292157,0.0,0.4845682112717462,0.26368553825533336,0.27814850121809154
892,0.11454636122119144,0.8038966737687405,0.0,0.39058344856384597,0.22414945489680527,0.22349327401758212
1776,0.22503212903813807,0.9821997147435322,0.9873912367192091,0.9194348849658986,0.4863168840700087,0.06683614023938178
1431,0.1497531415368183,0.8087977320350137,0.0,0.4745265216106773,0.25561034998732524,0.261518906895456
844,0.11406466228815049,0.8014044478878792,0.0,0.3908094656406851,0.2284142587046949,0.2571231861031664
1139,0.1229893116888583,0.7815310172386507,0.0,0.479982141860666,0.3058426220992576,0.2843448787204743
1521,0.2198341673576678,0.9863392438942806,0.06817026424468009,0.9873987470365737,0.4805935292711725,0.1324541891748745
996,0.11353530917151833,0.7715078797696835,0.0,0.41820713788183905,0.26729564752132795,0.33253892596123236
994,0.11307019128325724,0.7605123347009177,0.0,0.42022454956778077,0.2720450052940535,0.34530240440631244
1563,0.22121861931201714,0.9829036290961597,0.09249951740955496,0.9840343273124139,0.48439609117586,0.12832327083995287
1792,0.21887723218232402,0.9831340881477721,0.9848600167668136,0.9044417987942275,0.45242664109884867,0.09336934646753425
686,0.6840372258815899,0.23236822735996732,0.0,0.023034519535450215,0.6495602790554775,0.5895561910814535
162,0.06465367126195343,0.7609249352890448,0.0,0.12166436205727127,0.10521781327402735,0.41812308018218336
323,0.05576707992853791,0.7827402229226539,0.00029739197379018704,0.07402467482276087,0.08599575039681362,0.45731384387247
415,0.6809540654796518,0.2557210825658953,0.009762271586782513,0.03603778732697549,0.683268292045625,0.6317657027857206
749,0.08652080526166195,0.7752007184236984,0.0,0.3100468569468262,0.17354961157901538,0.21904459273381893
1627,0.22096709661398428,0.9766227747354372,0.20996982058477512,0.9847301540058124,0.4834732074371013,0.08669632454189191
1861,0.20488034981044212,0.942131394058904,0.9866386699438304,0.91496683636037,0.5098545084719346,0.08298909013875666
1015,0.11080511612706179,0.7614913630680928,0.0,0.43113299973338304,0.27525651981094335,0.30849486283232697
