,PS1,PS3,PS4,PS5,EPS1,VS1
706,-0.047715925931011476,-1.5197908409574379,2.203713800299376,0.0,-1.4346991474910349,0.2671971350596364
949,0.07869453515813152,-1.657699059569097,0.04587794331016425,0.0,-0.3939042969615878,-0.2676633995023596
334,-0.9549918215128281,0.29363601789975474,7.630737027443703,0.0,0.11150662492439309,-0.2369934599907339
1890,3.539153648975108,0.37911891391135977,-0.19717060946341886,0.0,2.077228044560345,-0.20253736897908842
102,-0.767440270694379,0.4360368346522799,0.5787065245100688,0.0,0.5536946601586988,-0.15926187051666232
2074,-1.143137852652484,0.4267975761738679,-0.5218944897515881,0.0,2.886681707187578,-0.03699241299387499
309,-2.0342068331630894,0.7323045193109736,2.775034849148664,0.0,0.395728341870548,0.33431721131036235
695,-3.8555458830852576,-2.218205806229792,1.8223113917716678,0.0,-0.7635375500535265,0.4885623980724571
175,-0.6439169034809846,0.49904093363384744,0.5076704044772636,0.0,0.9790983017088709,0.39969515867200955
1511,0.15981987976016662,0.9868758913649112,0.0074043043324820935,0.0,1.3597942569056511,-0.5856019064710701
78,-1.184824202181099,0.5379198439950383,1.0032098398560314,0.0,0.18244740481949717,-0.2783364006405399
1691,0.5483491032740138,0.6307827079008334,-0.07339568486509747,0.0,1.554389680609487,-0.0960376661459212
2167,1.04841389713867,0.02514460588123457,0.01369980702921317,0.0,0.450295659277067,0.4864836709694789
1708,0.4541442748097863,0.4815797446338045,-0.1170919940158932,0.0,1.5485630896486042,-0.23315476640321603
699,-3.366427315531315,-1.9102741108140993,2.0690222972607217,0.0,-1.10276088600118,0.458791635885051
901,-0.07802996726486912,0.9734002316319776,0.3909474305206217,0.0,0.13150057504198848,0.08510526982873245
782,-1.5947967260015472,-0.6168988178853031,0.21130210115294062,0.0,0.008961617017683133,-0.06689896370972673
1704,0.5173238686146155,0.6602952211640261,-0.10067943902946098,0.0,1.4281508622395414,-0.0204119388634281
348,0.5736188606694456,0.8829840583900956,0.17004487238575525,0.0,0.6292839323263696,0.610504809007315
621,1.179520270405211,0.5894683700214733,1.9264291063888244,0.0,0.6317435644484517,0.8051763921612635
1371,0.6457030114400728,-1.6025213143505748,2.0744554362844387,0.0,0.3227355176909991,0.05845284247811882
122,-0.7272697528543599,0.763370288064886,0.8847422761767224,0.0,1.2790855360989595,0.26163423365812133
641,0.015883417724342944,0.10522591165655289,3.562536026400098,0.0,0.19991465406017592,0.1436189612808454
1052,-0.14906284284246943,0.514011321710301,0.16041544036937722,0.0,0.1996722986779292,0.4559710537882173
2166,1.0924995908898554,0.011538173341771783,0.012956630886990879,0.0,0.404307562271395,0.4475332864204335
1309,1.5717928583366854,1.3831164493135284,4.901929989685484,0.0,0.980405126148738,0.21398365104005868
892,0.8803505835219096,0.7724075700575382,0.6536594723240945,0.0,0.4046563908724338,-0.5778357986688867
1776,3.8439072701203703,-0.48664246801178673,-0.2428909328327606,0.0,1.2962899284352942,-0.3392626216673645
1431,1.8748374628726465,1.4549700400567278,5.283546036094066,0.0,0.6647495406381104,0.0058774405750001285
844,-0.16207276902909734,0.9167195820634295,0.4447452471264566,0.0,0.22775164614400617,0.005851011533807074
1139,1.0561826043316604,0.2434638375234886,0.6966410097843109,0.0,0.022896249816162,0.3338659817559568
1521,-1.363111265032639,-0.5892092652369915,0.048033900655894704,0.0,0.038074128271842866,0.6314658582486004
996,0.2811814884698869,0.10587812544681414,2.7909265743176865,0.0,0.06608569145061134,0.9853163571046453
994,-0.1861522387062995,-0.5998278592447679,3.4657293383262324,0.0,0.292964696453395,0.8084206782972868
1563,-0.6178135251044656,-0.6182720883687887,0.03442555560891201,0.0,0.03552447647615581,0.029089056628148202
1792,-0.049770009627471475,0.12514307182219095,-0.23519432632013723,0.0,0.03581098172476378,0.32059713734145934
686,-0.4723846715813312,-0.02693015803363326,0.16619963807752278,0.0,-0.31653804725492035,0.5132828297181901
162,-0.9377733530433745,0.4938883583333087,0.6149378517512629,0.0,0.6091256444987582,0.12707948558963417
323,-0.7506523877179879,-0.6276188830485077,1.618316327529372,0.0,0.30753289512505316,0.6471310325353863
415,0.22198241684519898,0.6382975205801924,0.1438871938605948,0.0,-0.14481421954017418,0.7598086369962552
749,-0.030095283117175155,-0.6483499918460643,6.419204005709014,0.0,-0.7520021020169736,-0.4693358902373205
1627,-0.6046009513939545,0.5083935638549406,0.017174899277737368,0.0,0.22588748164777092,-0.4072864849747958
1861,-0.2125756482086386,-0.17006434968709513,-0.27287157761847985,0.0,-0.13528456484300005,0.20264344176920296
1015,-0.37082589039647473,-0.5186647994961656,1.3057405904619284,0.0,0.12608426167638265,0.25251960750598806
1295,1.3124725506706354,1.2644846355449495,5.171690521169768,0.0,1.0734032292133935,0.11054012478381603
966,1.426492131601939,-0.963320531753386,2.6014404860907674,0.0,-0.37120823258350416,0.26696764390571615
386,1.3170753095273082,1.4577610809174726,0.8282368596395783,0.0,0.4687899979294651,0.6864170941793264
1,0.624043060099569,0.6802680144665834,-0.1616795096810806,0.0,-0.0016960889290339504,0.4628144587393591
365,-1.0590096034335748,-0.12527073218635196,-0.17948053042665493,0.0,0.6942910354391097,0.4004321561768088
718,0.09453500735823137,-1.2174062526572467,1.7520096786850268,0.0,-0.4469805325737011,-0.014853000548361342
63,-0.7511294551485606,0.2010477218309318,0.845723756591774,0.0,0.18863766328842824,-0.158722020235862
101,-0.7839634773167758,0.3067146944696187,0.8619763004038907,0.0,0.36323865533976873,-0.2504047461170337
523,0.599172679686783,-0.8527978253060243,4.198315343400292,0.0,-0.007380168788385548,0.11004168379766252
1553,1.040818192243842,-0.008034953483187003,0.013161162971982644,0.0,-0.014645240965311668,-0.37660321390665324
2177,1.581666853934263,0.37538710282208115,0.022542854863635366,0.0,1.1024679922716418,0.8512232885885881
1659,0.7770064812009717,-0.21060780115814262,-0.04843537666857673,0.0,-0.0768805841710619,-0.7387146042651199
13,-0.9879390504177415,1.304593785509064,2.0416897068872593,0.0,0.6140019821729243,-0.7879580217566844
1291,1.3340926531697774,1.2250833979442248,5.3807347330563635,0.0,1.0830267679844514,0.0636785616811798
