,PS1,PS3,PS4,PS5,EPS1,VS1
661,0.34788696675043207,-0.010337353422510964,-0.022542012080279283,0.04409724097350598,0.11138605939509061,0.21160569085307168
1191,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
1365,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12337995982792471,0.16609018085635485
1332,0.34788696675043207,-0.006985440827140921,-0.031871188979654574,0.04531948581237888,0.1319039625186893,0.15701614276062104
1652,0.34788696675043207,-0.0065011925192156594,0.20898615533573373,-0.0018512924513902629,0.1256732602015005,0.07463510192123546
669,0.34788696675043207,-0.010408014330327009,-0.019852856641460637,0.04443038994985926,0.11487862584959152,0.21574321595819057
396,0.19644794381699282,-0.012487470209828544,0.34976392863000216,0.002621984142905598,0.07142083395850185,0.13408211216710042
2110,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1875,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2135,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
119,0.34788696675043207,-0.005199476676091663,-0.026373145968833556,0.05242496129201424,0.11443873043029829,0.18526987570952702
269,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
497,0.34788696675043207,-0.010408014330327009,-0.019852856641460637,0.04394138848611884,0.11487071633866996,0.21624012693285255
1960,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
610,0.34788696675043207,-0.007921473002207358,-0.011015198093500267,0.04361291474758,0.11194099845049588,0.22063454514391068
637,0.34788696675043207,-0.008289906049602447,0.10365829507134017,0.006458982207860564,0.0862501086406885,0.21160569085307168
359,0.34788696675043207,-0.007494276040873493,-0.016235663085513385,0.04262597686371339,0.1182551334870462,0.2231742949777331
1200,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04575085099585208,0.12490666910744652,0.16471735253689834
881,0.34788696675043207,-0.007191193615708191,-0.031871188979654574,0.04508070173217871,0.13176120386656243,0.15760343828151535
1862,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1885,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1490,0.19644794381699282,-0.011725651923780722,0.34976392863000216,0.0026847144894791564,0.1289347245081821,0.07673613705309679
706,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
1474,0.19644794381699282,-0.013882362122176306,0.34976392863000216,0.0028741881855212092,0.1289347245081821,0.0758841016084919
949,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12337995982792471,0.16609018085635485
1380,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1256,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1809,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
334,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.050782843254263854,0.11774143848295415,0.17414572724195743
1557,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1752,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
2118,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1858,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1660,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1232,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
20,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1127,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.04590473195591738,0.12488873858096983,0.16458140210330974
1735,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
537,0.34788696675043207,-0.007803330426282451,-0.010160717905712269,0.04363773326804932,0.11257179560328834,0.21623801898225914
1296,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
1903,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1890,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
59,0.34788696675043207,-0.006483676079885425,-0.03195085688647559,0.05062068717512902,0.11707049905140787,0.16612630802471784
102,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
758,0.34788696675043207,-0.0077689325332716,-0.03195444904807687,0.04508220830076615,0.13655860491970306,0.15884569050983155
476,0.34788696675043207,-0.010337353422510964,-0.022542012080279283,0.04409724097350598,0.11138605939509061,0.21160569085307168
1107,0.34788696675043207,-0.00667575417127253,-0.031972481713705925,0.0458060065062168,0.12489357443256022,0.16467529170141992
146,0.34788696675043207,-0.005199476676091663,-0.026373145968833556,0.0507914280793087,0.11213760690192642,0.18920453245060442
626,0.34788696675043207,-0.007921473002207358,-0.009629648858189621,0.04361291474758,0.11191977159661559,0.22065577199779096
1482,0.19480307336412628,-0.00042725144755217936,0.37285613428416986,-0.0004128171617264753,0.11741052286500875,0.07102924885125295
2074,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1184,0.34788696675043207,-0.0077689325332716,-0.03195444904807687,0.044696125430199185,0.1366667033916512,0.15912367490845036
671,0.34788696675043207,-0.010408014330327009,0.0005270054281582004,0.04394138848611884,0.11487071633866996,0.21624012693285255
1208,0.34788696675043207,-0.0077689325332716,-0.03195444904807687,0.04508220830076615,0.13655860491970306,0.15884569050983155
309,0.34788696675043207,-0.005199476676091663,-0.026373145968833556,0.05242496129201424,0.11443873043029829,0.18526987570952702
666,0.34788696675043207,-0.007279318578141236,-0.024462725511918304,0.0453182486203344,0.11247866841388432,0.19995446531197558
2039,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
1417,0.34788696675043207,-0.006985440827140921,0.002482608422414767,0.045267498626447966,0.13192805351546166,0.15704403894977959
1915,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
893,0.34788696675043207,-0.007191193615708191,-0.031871188979654574,0.04508070173217871,0.13176120386656243,0.15760343828151535
1936,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
261,0.34788696675043207,-0.00575403901199667,-0.026810746646702466,0.05134100032723776,0.1173598448094667,0.17396916384247096
695,0.34788696675043207,-0.006686706554201227,-0.03195085688647559,0.05064206417868411,0.11729011759295949,0.16608834295392694
884,0.34788696675043207,-0.0077689325332716,-0.03195444904807687,0.044696125430199185,0.1366667033916512,0.15912367490845036
1966,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
224,0.34788696675043207,-0.004912698728147813,-0.02683266063385703,0.05143125824885475,0.11377607118995359,0.1857391787272168
175,0.34788696675043207,-0.005054604827199771,-0.02683266063385703,0.05179884410691871,0.1195021112923611,0.17978745886579728
1965,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
530,0.34788696675043207,-0.007506404783738541,-0.024106439009373926,0.045089475235096876,0.11259502295777313,0.20130208772572522
1511,0.19870999393247102,0.0014373238242408881,0.37252787634438733,-0.00030153230424279087,0.1074982564283452,0.07980213285437554
2086,0.19644794381699282,-0.013930111514128929,0.34976392863000216,0.0029003627071840787,0.1289347245081821,0.07449747047079158
